location,behaviour,temperature,humidity,noise_db,light_intensity,motion_level
Bedroom,sleeping,23.27,64.43,30.09573135,155.1304763,0.74
Cafeteria,eating,29.41,65.78,79.53323617,264.0522413,3.93
Library,studying,23.62,55.9,45.15919165,525.7280204,2.06
Park,walking,29.08,57.4,,825.0218986,4.24
Dorm Room,sleeping,28.22,74.82,22.83287972,1.741298488,0.14
Street,walking,28.92,77.36,93.26203398,901.1233702,7.97
Traffic,stressed,30.3,82.64,101.9443057,,8.64
Traffic,studying,26.83,37.55,35.30219637,619.6232851,-0.43
Street,walking,33.97,79.9,,765.9948785,9.34
Cafe,studying,29.19,47.7,26.67363202,469.5668709,3.87
Cafe,studying,24.93,53.21,26.33162193,672.7975073,3.1
Cafe,eating,34.11,,57.52650851,643.8426314,5.98
Bedroom,sleeping,24.88,50.7,23.42225769,9.023945061,4.4
Study Room,studying,23.7,39.25,51.21161705,653.3722619,2.97
Park,walking,25.24,84.66,98.83107651,894.8490355,5.62
Library,studying,23.77,51.01,44.57867762,384.9589737,2.76
Cafe,studying,29.27,55.61,35.0354269,276.6580851,2.16
Outdoor Campus,walking,35.13,82.07,73.70207605,706.6559138,6.5
Outdoor Campus,eating,34.16,78.44,82.94571579,505.6185519,2.09
Traffic,stressed,33.19,58.25,102.8203855,,6.03
Crowded place,stressed,37.62,64.98,87.61281919,,6.25
Cafe,studying,26.73,62.67,20.81230203,591.8489003,3.51
Cafeteria,eating,31.17,,81.27511363,293.3363092,1.84
Outdoor Campus,walking,33.24,56.52,82.58723478,723.7429426,8.73
Outdoor Campus,walking,33.21,56.79,93.27631145,671.5021175,5.93
Bedroom,sleeping,23.32,63.1,31.3926398,93.21730464,0.81
Bedroom,sleeping,27.5,51.14,30.66758924,159.5459649,1.32
Cafeteria,eating,28.48,72.87,47.40131609,552.1061713,5.86
Meeting Room,walking,36.56,50.51,72.11778324,595.0662611,11.32
Bedroom,sleeping,22.21,65.89,16.3142091,101.1972994,4.08
Office,stressed,29.44,78.58,108.1723972,468.5657137,3.32
Study Room,studying,24.12,38.73,39.31578129,350.230936,0.96
Dorm Room,sleeping,23.34,74.33,19.20075557,91.89631178,2.75
Cafe,studying,23.95,43.25,69.0368157,570.4134788,3.71
Cafeteria,eating,24.6,73.77,71.07724291,364.1132636,2.19
Cafe,studying,23.28,62.55,58.71609298,285.5626833,1.8
Dorm Room,sleeping,26.73,,26.8102737,,-1.47
Bedroom,sleeping,22.14,68.57,26.92146427,85.10116773,4.64
Office,stressed,30.54,76.22,80.28595167,800.8272579,6.93
Street,walking,30.78,62.49,,688.7681936,6.93
Cafeteria,eating,30.26,79.6,75.87843508,536.0775653,5.56
Dorm Room,sleeping,20.15,60.58,41.77040499,,-0.9
Crowded place,stressed,35.11,88.47,112.6338016,693.6490814,3.92
Bedroom,sleeping,25.31,69.84,21.28926967,90.35176948,1.21
Cafe,studying,29.18,61.41,54.76463375,285.0132351,1.01
Street,walking,31.44,82.86,43.23671661,409.2076527,4.39
Cafeteria,stressed,29.32,72.42,104.3016085,600.8075138,8.07
Outdoor Campus,walking,26.67,64.19,57.04291961,698.2098429,8.59
Office,stressed,34.18,64.25,69.06034051,712.6276142,9.03
Dining Room,eating,30.18,72.49,50.95720457,258.3583708,3.07
Bedroom,sleeping,26.31,57.01,22.1833193,27.88234986,1.74
Meeting Room,stressed,31.61,62.21,87.89302122,,7.08
Street,walking,29.7,81.76,,494.8673687,10.74
Crowded place,stressed,28.08,,88.98736079,756.1220596,8.36
Outdoor Campus,studying,24.09,50.5,47.62109197,592.3589008,3.09
Library,studying,23.27,52.15,50.90079432,432.97558,4.25
Meeting Room,stressed,30.36,86.47,101.1325303,846.4506865,7.8
Cafeteria,eating,27.09,54.96,72.99747429,377.7249283,2.82
Outdoor Campus,walking,33.35,68.34,74.02874289,820.1039352,13.09
Outdoor Campus,walking,29.28,82.64,96.64742864,406.623755,8.4
Library,studying,22.22,64.58,61.19764443,602.2573974,1.61
Cafeteria,eating,26.28,68.02,67.52669257,453.6626179,2.83
Outdoor Campus,walking,27.57,83.31,98.37171657,684.2513374,7.94
Outdoor Campus,walking,32.42,57.88,75.56986491,676.9143586,4.97
Bedroom,sleeping,24.62,54.58,14.91340106,57.60807065,3.61
Dorm Room,sleeping,25.56,57.97,25.80767573,54.25078678,0.24
Dorm Room,sleeping,23.45,62.48,12.74132047,76.24862818,0.17
Library,studying,24.34,51.26,43.00525692,475.6585114,2.76
Park,walking,35.15,56.25,71.35238468,782.137714,7.38
Outdoor Campus,walking,26.38,50.7,50.28382786,587.1655438,9.45
Outdoor Campus,sleeping,22.73,69.36,9.620443316,,1.61
Study Room,studying,30.6,,30.02423002,495.4083011,3.94
Dorm Room,sleeping,24.05,60.95,30.20415831,0.569862453,0.99
Study Room,studying,24.83,42.62,36.4607271,380.2276286,2.27
Bedroom,sleeping,26.7,63.74,23.31406491,53.01884379,1.47
Cafe,studying,25.56,50.32,28.29467295,290.2062152,2.7
Cafe,studying,24.53,63.13,31.91187932,550.2252937,-0.39
Meeting Room,stressed,31.41,81.97,104.9078628,925.8032587,2.88
Dorm Room,sleeping,24.3,71.52,18.66764968,82.82816635,0.94
Cafe,studying,24.41,55.73,55.9120913,274.4967338,1.71
Study Room,studying,28.52,50.99,62.36564542,399.0513661,0.49
Cafeteria,eating,26.89,52.69,70.63590618,619.2228574,3.49
Cafe,studying,24.94,44.6,58.95641298,690.7427941,3.32
Meeting Room,stressed,29.33,63.14,109.4825931,385.5913684,6.51
Study Room,studying,24.56,55.24,43.2175772,552.4012305,3.2
Bedroom,sleeping,26.47,65.63,38.07721546,30.13945641,4.04
Dorm Room,sleeping,25.63,60.36,33.34696602,111.7948077,2.56
Crowded place,stressed,36.09,81.75,100.2118303,703.7428616,10.29
Study Room,studying,25.1,61.76,40.99056015,345.8531447,0.24
Cafe,sleeping,25.09,,43.86875008,74.71017212,2.97
Bedroom,sleeping,24.4,51.85,31.57522771,84.31550573,3.99
Outdoor Campus,walking,29.16,69.72,59.87812379,766.1302772,8.26
Office,stressed,26.97,79.55,92.77114081,692.4940633,5.85
Bedroom,sleeping,24.95,,28.72242913,185.2125266,-1.11
Dorm Room,sleeping,22.04,50.91,30.04788163,81.82192827,3.99
Outdoor Campus,studying,26.3,48.28,42.13978716,479.336103,5.04
Cafeteria,eating,26.55,71.93,,289.1775692,3.86
Meeting Room,stressed,32.62,78.34,95.66873433,669.8042088,8.68
Traffic,stressed,29.02,72.66,86.19721148,592.7257505,7.97
Bedroom,walking,27.07,,67.97233949,838.3620463,7.66
Cafe,studying,24.72,52.33,46.63560731,620.8029126,1.5
Cafe,eating,29.21,71.13,74.30812462,318.4559913,5.12
Dining Room,eating,28.2,60.24,67.64965265,263.1325141,4.8
Traffic,stressed,26.9,86.6,100.7672266,591.5314302,4.26
Park,walking,25.23,76.18,51.32330081,911.1137558,9.37
Bedroom,stressed,34.83,,71.1764342,,7.88
Meeting Room,stressed,28.61,80.78,88.84665402,572.3994874,8.22
Dorm Room,sleeping,23.02,46.64,29.69665986,101.0083023,-0.86
Bedroom,sleeping,25.37,74.39,33.60984738,124.7270593,2.45
Bedroom,sleeping,23.86,63.73,24.06332699,137.9399341,-0.44
Dorm Room,sleeping,23.33,65.37,38.98928567,34.16850844,3.07
Bedroom,sleeping,23.86,59.97,15.71982353,164.3212019,1.37
Bedroom,sleeping,22.04,73.01,18.12239597,22.04327204,3.52
Crowded place,stressed,29.38,57.94,97.06055961,,5.77
Crowded place,stressed,31.43,70.88,66.15775538,639.1312131,2.58
Street,walking,32.68,78.46,63.73068108,464.4700196,7.11
Cafe,eating,28.92,76.64,87.99489245,583.0700664,4.45
Cafe,studying,29.31,49.22,35.57250835,383.9812379,0.99
Traffic,stressed,30.74,77.36,81.26428031,410.431287,7.91
Cafe,studying,25.29,59.38,50.00398781,653.1731717,2.56
Meeting Room,stressed,33.7,66.5,107.9266671,755.5018606,4.72
Bedroom,sleeping,22.52,72.56,18.6243509,122.9188593,0.59
Street,walking,32.59,56.78,87.1376136,491.1113957,6.3
Cafeteria,eating,30.98,,67.13083845,257.7584064,4.61
Library,studying,27.7,59.24,54.26143586,493.8554148,2.13
Library,studying,26.74,42.24,62.4200871,270.5789238,0.86
Crowded place,stressed,33.39,79.68,106.8498238,555.0701377,4.09
Park,walking,26.74,60.54,60.55007199,820.0980783,8.39
Bedroom,sleeping,28.39,63.59,32.06485227,19.78812162,0.47
Meeting Room,stressed,34.64,64.3,77.1372493,,3.46
Park,walking,26.96,86.22,102.5952701,507.1882068,9.22
Dining Room,walking,28.15,71.43,55.36828893,551.7502393,9.1
Cafeteria,eating,25.22,53.38,47.67575359,322.9540849,0.97
Park,walking,30.8,84.97,61.47965778,929.2125711,9.15
Cafe,stressed,33.42,66.75,65.48838102,888.0242995,10.24
Traffic,stressed,31.7,56.42,92.0231994,747.8420779,9.08
Park,walking,31.46,60.01,64.05674848,713.5148658,4.63
Cafeteria,eating,33.61,67.67,73.5774155,328.6783021,2.69
Park,walking,31.97,82.6,,723.7913357,8.56
Dorm Room,eating,28.97,59.35,52.65958005,247.4046212,5.77
Cafe,eating,32.83,79.04,90.2844709,632.9880548,1.49
Study Room,studying,30.73,53.74,21.38472989,332.551169,1.02
Street,walking,30.07,50.98,90.01844274,624.5671721,10.32
Cafe,eating,29.74,59.33,69.07494959,335.0447399,5.51
Cafe,studying,26.54,,37.7225027,305.0578193,3.72
Bedroom,sleeping,21.1,58.1,26.66440218,83.51730522,1.57
Bedroom,sleeping,30.73,68.92,30.33377188,43.87424456,1.67
Office,stressed,29.67,89.47,100.2373774,533.3761692,8.25
Library,studying,25.11,54.43,35.57609371,614.7349181,4.14
Cafe,studying,27.82,38.02,42.43776489,694.327739,1.94
Bedroom,sleeping,21.63,63.66,23.35276886,179.0489927,0.17
Outdoor Campus,walking,30.07,54.49,65.26266073,743.2211802,9.35
Library,studying,27.76,45.36,45.74641936,690.0533508,2.9
Crowded place,stressed,36.84,,62.96620771,780.9135745,3.26
Outdoor Campus,walking,28.69,77.43,,765.3453949,8.06
Traffic,stressed,28.65,86.39,101.3619315,865.5694058,6.06
Park,walking,27.54,56,57.9055822,846.7141934,7.69
Outdoor Campus,stressed,29.94,64.62,63.95804182,385.8493887,3.61
Meeting Room,stressed,29.52,65.19,105.331312,360.0417547,6.43
Library,studying,28.94,66.52,31.96807544,278.6562221,2.28
Street,eating,33.89,65.53,79.18431338,602.2880706,4.86
Bedroom,sleeping,24.93,49.78,18.71289348,171.5342476,2.15
Cafeteria,eating,25.89,54.65,62.55038564,358.1570154,3.04
Office,stressed,34.21,73.19,71.2643929,372.2203933,5.29
Library,studying,23.37,59.22,52.10732045,504.4561495,0.02
Dorm Room,sleeping,26.51,72.04,31.12895822,,2.58
Dorm Room,sleeping,20.6,64.78,32.52837868,109.1440847,-0.26
Bedroom,sleeping,23.07,49.86,29.05691485,,0.58
Dining Room,eating,30.4,70.17,87.46331933,305.6166395,5.99
Traffic,stressed,31.44,58.12,76.55981235,707.4044826,10.37
Study Room,walking,32.54,,,877.7390189,6.02
Street,walking,29.07,77.82,75.24104115,500.8398556,3.61
Bedroom,sleeping,20.7,58.58,42.98898988,,1.93
Meeting Room,stressed,33.23,71.08,98.04059037,807.4017222,5.3
Dorm Room,sleeping,25.36,61.38,21.45353574,119.1323672,2.6
Meeting Room,stressed,36.01,,66.49101388,866.3086809,5.86
Dorm Room,sleeping,27.41,73.02,33.97727625,,2.44
Traffic,walking,25.58,69.05,54.07949717,660.4782097,7.86
Library,studying,31.86,52.96,29.38300243,312.0872068,1.55
Bedroom,sleeping,26.96,71.83,38.98693859,154.8020829,3.68
Outdoor Campus,walking,30.92,50.11,64.75845298,843.8768397,10.17
Study Room,studying,26.41,58.31,52.6204188,404.9981463,3.65
Cafe,studying,28.16,53.86,38.76634696,567.3732795,3.43
Street,walking,26.6,77.74,87.77993711,413.793705,7.37
Study Room,studying,29.37,50.18,40.43223916,348.1252948,1.48
Park,walking,34.19,70.77,75.00446273,411.3450315,9.08
Cafeteria,eating,22.94,,70.19378544,532.8803157,5.34
Study Room,studying,27.05,57.46,55.95117231,614.7977853,2.14
Park,walking,32.68,54.04,67.23092758,743.01748,6.8
Dining Room,eating,24.85,60.88,75.05732233,603.8358609,5.6
Outdoor Campus,studying,27.04,47.2,59.42577106,539.3689828,2.38
Meeting Room,stressed,30.12,54.85,94.61641035,860.3906745,6.11
Cafe,studying,23.75,43.88,37.78690359,481.574056,4.34
Library,studying,25.81,59.63,43.04081742,639.996626,4.35
Cafeteria,eating,31.19,,81.13469165,521.3790737,4.3
Study Room,studying,30.19,49.22,26.12930555,249.294017,2.6
Bedroom,studying,24.7,47.83,33.64756096,446.1230881,5.13
Cafe,studying,27.49,49.67,52.97747814,391.4892812,1.11
Cafe,eating,30.3,65.52,87.05431084,650.7619071,3.96
Traffic,stressed,32.22,77.69,85.16937707,782.749454,7.02
Study Room,studying,24.91,62.26,27.55534089,342.6631345,1.31
Street,studying,30.67,63.69,61.00276631,568.2893792,0.11
Outdoor Campus,walking,37.08,77.04,78.39036248,516.2348857,8.92
Bedroom,sleeping,23.28,,27.61327526,87.64228416,0.69
Dorm Room,sleeping,25.52,51.76,35.19372794,,-0.43
Bedroom,sleeping,20.79,49.77,30.85454289,41.76304378,1.47
Street,walking,30.3,52.83,62.1921907,417.1144771,9.45
Park,walking,35.21,84.87,103.2767866,611.8375331,11.17
Office,stressed,27.45,92.78,89.48209336,390.7043143,5.8
Cafe,studying,23.52,66.54,35.9560534,255.0606565,1.11
Cafeteria,eating,31.22,73.2,57.77000264,304.2969371,6.57
Dorm Room,sleeping,23.29,,26.07055639,,1.45
Dining Room,eating,26.85,71.24,54.53501384,521.7695671,1.45
Bedroom,sleeping,27.56,58.32,24.6204549,105.2560121,0.16
Cafe,studying,30.68,64.31,32.90684853,464.9607752,1.98
Dining Room,eating,24.03,64.35,83.54604846,646.8315764,3.03
Library,studying,26.64,42.38,49.13868079,689.270089,2.1
Traffic,stressed,34.4,55.62,101.0192597,394.8670733,7.47
Cafe,studying,28.64,40.97,25.41638433,441.1506348,1.53
Cafe,studying,27.52,58.52,44.64639301,470.8746947,3.1
Crowded place,stressed,35.48,80.35,72.88068535,,7.67
Cafe,studying,26.28,44.54,52.05639455,544.5470968,0.71
Bedroom,sleeping,28.33,54.6,36.10440232,147.9061033,1.2
Dining Room,eating,30.23,52.37,71.13326197,605.5832462,5.39
Traffic,stressed,28.78,75.5,99.89902517,421.0036667,3.53
Bedroom,sleeping,24.56,74.3,37.96712651,37.07401655,2.57
Dining Room,sleeping,22.67,61.06,30.94373459,,2.25
Cafe,studying,23.19,52.04,56.69382854,579.8087611,5.7
Dorm Room,sleeping,26.32,51.14,24.24493956,122.6142847,-0.35
Park,walking,30.29,59.34,81.55796261,740.80265,7.91
Meeting Room,stressed,28.32,68.53,65.34976842,574.2736891,7.62
Cafe,studying,25.47,53.9,56.49964897,677.1842708,3.99
Street,walking,30.62,69.83,71.88006119,577.0466161,4.85
Outdoor Campus,walking,29.23,60.76,67.99169194,442.1984638,7.97
Study Room,studying,27.28,50.12,37.52119424,315.8341175,5.07
Library,studying,29.97,56.09,32.43505257,398.7115547,0.56
Study Room,studying,26.61,47.7,42.95142374,616.8257491,3.37
Traffic,stressed,32.51,65.98,78.74059083,,5.72
Street,walking,30.55,,67.05106699,920.9171687,3.6
Dorm Room,sleeping,20.55,59.43,31.13962222,59.11262473,1.8
Library,studying,28.86,46.07,34.94885175,455.8312152,4.97
Cafe,studying,29.58,,30.50974794,568.1333996,1.58
Dorm Room,sleeping,26.53,62.9,20.96448695,100.6213446,4.39
Dorm Room,sleeping,23.41,66.14,36.83652494,141.7423109,2.61
Study Room,eating,26.17,74.42,70.17030883,588.1020759,4.5
Library,studying,29.34,51.4,41.95287637,654.8873741,3.53
Dining Room,stressed,33.35,78.7,90.73856748,603.368295,7.34
Library,studying,28.12,57.67,60.20622199,351.0262333,2.1
Study Room,studying,28.13,45.71,30.17604941,442.6733854,1.51
Dining Room,eating,25.34,83.86,77.07473451,322.8649196,5.04
Cafe,studying,29.87,50.22,44.22555834,626.5233087,0.66
Study Room,studying,24.77,56.53,61.27637122,506.4067216,2.97
Outdoor Campus,walking,25.66,77.15,97.92397487,624.1425847,4.61
Study Room,studying,27.96,54.07,31.36350512,494.9118871,3.91
Outdoor Campus,walking,26.65,76.04,102.4733604,632.0823584,9.4
Library,studying,30.7,56.73,57.33709522,614.6909349,3.34
Library,studying,24.89,43.01,55.94937772,614.0993623,2.14
Library,studying,30.07,57.48,38.36558508,364.8754248,2.19
Bedroom,sleeping,25.42,54.5,41.89733852,-0.978998039,1.96
Traffic,stressed,34.41,90.07,103.2364481,534.1134586,5.51
Street,studying,30.78,55.61,54.80855539,336.7472742,3.31
Cafe,studying,23.87,53.6,48.45519726,655.0789469,2.7
Library,studying,23.41,45.48,46.92371186,658.7536442,4.58
Cafeteria,eating,32.52,,63.85790476,473.804592,1.99
Library,studying,28.63,44.46,49.28830428,603.2232364,4.03
Cafe,studying,30.49,62.08,60.37712759,376.7832993,3.42
Dining Room,eating,24.33,49.2,,562.5813315,4.45
Dorm Room,sleeping,27.02,50.12,31.72493993,13.9746403,5.62
Cafe,studying,28.47,46.7,46.85977584,271.2526904,2.57
Bedroom,sleeping,22.21,46.15,20.26806316,99.59167322,0.82
Study Room,studying,29.37,60.53,31.72641651,280.3566409,4.25
Traffic,stressed,30.19,61.63,93.3968078,394.2400539,5.32
Study Room,studying,27.06,39.66,36.49774976,263.8033231,3.79
Bedroom,studying,23.6,,35.66040677,480.87232,2.62
Library,studying,25.34,44.04,54.19413614,349.4346685,-1.26
Office,stressed,36.65,58.66,76.44188931,589.084466,2.8
Cafe,eating,23.34,43.63,81.6208736,489.8823552,1.31
Street,walking,31.03,87.47,56.91674406,403.9229399,11.15
Study Room,studying,24.69,49.92,38.59600397,551.7873466,3.14
Street,walking,28.65,54.96,59.82480179,759.3360519,9.8
Cafeteria,eating,27.05,51.49,56.11217403,646.9045017,7.25
Crowded place,stressed,31.71,,90.78739414,926.1701224,7.83
Study Room,studying,26.15,60.69,35.35184995,326.3203699,4.39
Traffic,stressed,31.76,68.75,96.95774407,340.8226364,9.58
Dorm Room,sleeping,22.55,47.63,26.19140947,68.61220419,1
Library,studying,29.01,56.27,40.57775629,425.7413148,2.32
Park,sleeping,27.98,53.98,15.17300197,119.8463238,2.07
Cafe,studying,25.31,63.76,47.465299,519.7249198,3.13
Street,walking,34.19,60.64,58.6871079,601.19227,7.04
Street,sleeping,22.64,49.3,28.57466688,36.49645221,-0.03
Street,walking,26.83,54.28,99.02468009,439.5215464,11.18
Library,studying,23.36,46.04,43.22870992,249.7985445,2.92
Cafeteria,walking,26.95,50.48,94.7980613,961.7025957,7.84
Bedroom,sleeping,24.47,51.75,14.06481572,,-0.82
Bedroom,sleeping,22.67,72.19,21.92596428,137.2867774,2
Library,studying,30.95,39.97,70.39869028,478.5928422,3.25
Traffic,sleeping,24.24,,21.50691408,54.16236074,3.39
Outdoor Campus,walking,33.31,67.04,81.17167921,422.757528,7.39
Cafeteria,eating,32.29,43.95,54.76429852,253.0107996,5.15
Dining Room,eating,28.42,,85.93331378,634.6303496,6.22
Park,sleeping,27.25,63.45,29.17204792,75.8653454,0.59
Crowded place,stressed,36.57,58.24,77.1924043,685.0949092,7.17
Cafe,studying,31.3,64.58,50.36995022,435.3204512,0.57
Dining Room,eating,25.58,55.28,69.62516957,545.5156733,3.92
Outdoor Campus,walking,25.37,78.89,61.73602267,577.8321383,4.74
Street,walking,29.06,71.1,64.04992995,402.4282826,5.99
Study Room,studying,29.23,,51.80171084,645.4452656,-0.7
Dining Room,eating,28.42,75.97,82.05313549,496.5501056,-0.09
Cafe,studying,30.43,65.31,34.79579485,575.5491144,0.81
Dorm Room,sleeping,21.77,55.17,37.76829765,129.1465502,2.05
Dorm Room,sleeping,23.02,55.53,15.85624303,,1.99
Library,studying,24.42,49.99,23.12379248,512.9255827,1.22
Cafe,studying,24.33,46.27,29.05560773,479.9001051,4.99
Library,studying,30.04,62.98,31.13832217,485.1239723,5.35
Street,walking,31.93,77.93,98.74868355,443.0318798,7.61
Cafe,eating,26.46,81.31,82.22301586,413.2608611,5.25
Cafeteria,eating,29.43,62.09,93.09837611,623.1048544,6.02
Outdoor Campus,walking,35.98,64,,761.9290602,3.72
Study Room,studying,28.98,51.57,27.45184576,343.628913,3.96
Bedroom,sleeping,25.02,,22.65154389,43.08919031,3.02
Outdoor Campus,walking,24.9,55.25,72.24542391,638.4137173,3.4
Park,walking,28.12,58.61,76.27387787,654.856274,10.27
Park,walking,32.73,56.13,52.93321144,605.8909359,9.44
Library,walking,28.02,81,74.23026664,405.143982,8.5
Bedroom,sleeping,23.57,52.1,19.44479311,,-4.14
Dorm Room,sleeping,28.21,71.42,30.36138795,147.872475,4.72
Crowded place,stressed,35.09,60.57,63.17787734,683.3240666,8.95
Bedroom,sleeping,22.97,66.3,23.04467617,56.49165117,1.26
Dining Room,eating,31.3,52.13,67.31830105,425.3719057,5.72
Outdoor Campus,walking,30.89,62.23,,699.0735092,5.05
Study Room,studying,29.48,52.34,49.89997885,358.1187628,3.47
Traffic,stressed,29.16,86.28,90.48169068,964.1744182,6.38
Street,walking,25.65,73.57,48.8252329,506.7851784,10.58
Crowded place,stressed,36.08,94.43,84.3499595,416.9732576,8.02
Dining Room,eating,33.47,61.67,59.83444405,574.9089928,3.5
Office,stressed,27.72,89.52,113.9057559,362.4302191,8.11
Study Room,studying,25.43,51.04,34.98705675,695.3955394,3.39
Park,walking,34.18,59.48,83.40685873,843.1843616,7.43
Dorm Room,sleeping,22.65,61.25,13.17366577,85.62244605,2.95
Bedroom,sleeping,22.49,57.75,40.1233093,,1.75
Library,studying,24.91,54.88,65.77207669,366.6118713,2.54
Cafeteria,eating,26.98,71.35,55.70885251,381.5064411,3.09
Library,studying,27.3,47.14,38.46455794,541.7658279,5.07
Street,walking,25.96,,103.4979423,824.3728797,7.97
Cafe,studying,22.15,65.22,46.25834598,583.8237807,5.06
Bedroom,sleeping,26.77,62.29,12.37298189,136.3332999,2.75
Cafeteria,eating,28.44,75.27,53.65458161,316.9143683,3.05
Study Room,studying,29.25,55.36,46.21726832,331.1058067,3.46
Meeting Room,stressed,38.54,82.53,81.47235372,863.5458273,5.37
Traffic,stressed,35.38,72.72,76.19675991,803.971411,9.14
Study Room,studying,25.92,42.77,41.48306422,309.7035764,2.63
Cafe,eating,27.8,78.45,68.9909986,628.8967893,5.55
Study Room,studying,24.42,62.75,45.87364851,302.202772,-0.47
Bedroom,sleeping,26.84,49.47,24.2466558,130.2035841,2.36
Office,stressed,27.43,80.54,63.99731574,440.4694518,5.09
Dining Room,sleeping,22.76,60.41,20.56053846,21.2792716,2.71
Dining Room,eating,24.58,,78.42827798,517.6698485,1.52
Dining Room,eating,30.8,49.08,74.95416185,328.4215622,2.9
Cafe,studying,27.76,46.55,61.62820508,391.4530002,2.44
